address,pic,links,name of property,rent,rooms
"3333 S La Cienega Blvd, Los Angeles, CA 90016",https://images1.apartments.com/i2/ttD9hsq0KGhBYEtTmj9-6wvONaMbMZeTl14W5Lffna0/117/vox-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/vox-los-angeles-ca/nn0qytn/,VOX,"$2,568 - 6,030",Studio - 3 Beds
"960 W 7th St, Los Angeles, CA 90017",https://images1.apartments.com/i2/qay79HR9UpW_A5SUeR5pjEMcKYzkYlChSaxMKvCqCxw/117/beaudry-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/beaudry-los-angeles-ca/j7493x4/,Beaudry,"$2,600 - 12,030",Studio - 3 Beds
"696 S New Hampshire Ave, Los Angeles, CA 90005",https://images1.apartments.com/i2/OAWKbhSr1M1OmC03fUu-6k9b02XfCn41JRXSzmcbVyE/117/hallasan-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/hallasan-los-angeles-ca/n7jh9pm/,Hallasan,"$2,170 - 9,505",Studio - 3 Beds
"1818 N Cherokee Ave, Los Angeles, CA 90028",https://images1.apartments.com/i2/0VWgJoQ9V7mWSlaHm89KOLVuGkHFXux1A-fP6LOypAs/117/the-baxter-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/the-baxter-los-angeles-ca/mtsg17j/,The Baxter,"$2,633 - 4,675",Studio - 2 Beds
"2245 S Beverly Glen Blvd, Los Angeles, CA 90064",https://images1.apartments.com/i2/N-ifcqSm9wfrkQFGHxn7lxQi5kIDpF-I0brcXC_VGH0/117/2245-beverly-glen-blvd-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/2245-beverly-glen-blvd-los-angeles-ca/jn8fx34/,2245 Beverly Glen Blvd.,"$2,132 - 3,798",Studio - 3 Beds
"2424 Wilshire Blvd, Los Angeles, CA 90057",https://images1.apartments.com/i2/C5JZ7IhFOzZzN1WjWOXVelevc5hdcuFs_RC16Sah-vY/117/park-wilshire-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/park-wilshire-los-angeles-ca/srzzfj7/,Park Wilshire,"$1,540 - 2,405",Studio - 1 Bed
"160 S Virgil Ave, Los Angeles, CA 90004",https://images1.apartments.com/i2/6uQ4Xg0DNrtZLrSnOhgV1KXn-WX0PcNRqMWB0uTrBgE/117/violet-on-virgil-los-angeles-ca-studio-3-renovated.jpg?p=1,https://www.apartments.com/violet-on-virgil-los-angeles-ca/rfx7km0/,Violet on Virgil,"$1,795 - 3,599",Studio - 2 Beds
"1026 S Broadway, Los Angeles, CA 90015",https://images1.apartments.com/i2/M62hb1L9n82QqfXT6SXT1zz1epby_8gwob-xaBmzgHA/117/broadway-palace-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/broadway-palace-los-angeles-ca/38jgl5g/,Broadway Palace,"$2,085 - 3,956",Studio - 3 Beds
"2435 S Sepulveda Blvd, Los Angeles, CA 90064",https://images1.apartments.com/i2/evxwEHGmSVmFKToespMEZRoK_CuugknBVjiwXqJukE8/117/linea-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/linea-los-angeles-ca/7mg62ty/,Linea,"$2,647 - 8,441",Studio - 3 Beds
"11750 Wilshire Blvd, Los Angeles, CA 90025",https://images1.apartments.com/i2/DsuDseq1Lz1Kg4ZiEpGJLmYX7utc8m8_JP2hFbrvHoY/117/the-landmark-los-angeles-los-angeles-ca-sw-views-from-penthouse-apartment.jpg?p=1,https://www.apartments.com/the-landmark-los-angeles-los-angeles-ca/vq9hb8g/,The Landmark Los Angeles,"$3,480 - 12,750",Studio - 2 Beds
"1200 S Figueroa St, Los Angeles, CA 90015",https://images1.apartments.com/i2/WeTv8oNOxE8jQx_oYI4tqWnrfqYF5kiTwAF-NxCr8cU/117/circa-la-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/circa-la-los-angeles-ca/ss4bxl4/,Circa LA,"$2,711 - 27,799",1-3 Beds
"10000 Santa Monica Blvd, Los Angeles, CA 90067",https://images1.apartments.com/i2/Cy2TYuzXmTzWbiEtFVxt803fuS0TBO90KAGsUDeDZUY/117/ten-thousand-los-angeles-ca-primary-photo.jpg?p=1,https://www.apartments.com/ten-thousand-los-angeles-ca/99nnsr7/,Ten Thousand,"$11,000 - 14,100",1-4 Beds
"1718 N Las Palmas Ave, Los Angeles, CA 90028",https://images1.apartments.com/i2/JvoBii7BN5dOAKGAlyU1-yhD1QksE8QBGNug2tgU3x4/117/archer-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/archer-los-angeles-ca/zrmncdx/,Archer,"$1,942 - 3,400",Studio - 2 Beds
"427 W 5th St, Los Angeles, CA 90013",https://images1.apartments.com/i2/yC0GcQiK4ZV2nY2Pv03pVRUVc3BSh_AT9-f0ffPOR48/117/park-fifth-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/park-fifth-los-angeles-ca/dnd9tsh/,Park Fifth,"$2,693 - 6,827",Studio - 3 Beds
"1027 Wilshire Blvd, Los Angeles, CA 90017",https://images1.apartments.com/i2/3ylphhkcPEAz0Q8Xam8UCZ0tbuOYOkdoANfhLHQYT_c/117/tenten-downtown-10-weeks-free-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/tenten-downtown-10-weeks-free-los-angeles-ca/ry0ntz2/,TENTEN DOWNTOWN: 10 Weeks Free*,"$2,950 - 5,100",Studio - 3 Beds
"801 S Hope St, Los Angeles, CA 90017",https://images1.apartments.com/i2/IgxvkWGpvSrxEs992ch0ncbMvBK8wVMshCLR8TjEpSw/117/josephine-dtla-los-angeles-ca-primary-photo.jpg?p=1,https://www.apartments.com/josephine-dtla-los-angeles-ca/spddm74/,Josephine DTLA,"$2,571 - 6,300",1-3 Beds
"3150 Wilshire Blvd, Los Angeles, CA 90010",https://images1.apartments.com/i2/7b7PttIwXAf3mDHpUvFpFeNmmcN1XycJmLV7u29fFRo/117/the-vermont-los-angeles-ca-building-photo.png?p=1,https://www.apartments.com/the-vermont-los-angeles-ca/vlvglee/,The Vermont,"$2,200 - 4,804",Studio - 2 Beds
"8655 Belford Ave, Los Angeles, CA 90045",https://images1.apartments.com/i2/uYKj6Psy1NZ6BLzibczuU1KcPCVuqtov9ISx3XCSx4E/117/madrid-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/madrid-los-angeles-ca/chd4nmg/,Madrid,"$2,865 - 4,012",1-3 Beds
"1000 W 8th St, Los Angeles, CA 90017",https://images1.apartments.com/i2/ZTVCv_RVYq8Meh3VxDrDByr11pCFfBFUUDzfK5VNr3A/117/thea-at-metropolis-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/thea-at-metropolis-los-angeles-ca/77hmelw/,THEA at Metropolis,"$2,307 - 21,096",Studio - 3 Beds
"6245 Wilshire Blvd, Los Angeles, CA 90048",https://images1.apartments.com/i2/J6XCkRGdiXqogIabsKGZ33IfijAfE-j8AnjdzcR3iGo/117/vision-on-wilshire-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/vision-on-wilshire-los-angeles-ca/4085lyh/,Vision on Wilshire,"$3,073 - 13,099",Studio - 3 Beds
"5901-5921 Center Dr, Los Angeles, CA 90045",https://images1.apartments.com/i2/aLDF_0PSpmp4peKHGAOC-ff88EWQLC7r_ixjGiOTI2w/117/the-q-playa-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/the-q-playa-los-angeles-ca/lgjkb4g/,The Q Playa,"$2,702 - 9,372",1-3 Beds
"732 S Spring St, Los Angeles, CA 90014",https://images1.apartments.com/i2/z2lfrOz9AYTb_jYXuI4pxT9Ihd5RE69XSq8-oOsyuMU/117/sentral-dtla-at-732-s-spring-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/sentral-dtla-at-732-s-spring-los-angeles-ca/414ttvj/,Sentral DTLA at 732 S. Spring,"$2,045 - 10,000",Studio - 3 Beds
"1825 N Las Palmas Ave, Los Angeles, CA 90028",https://images1.apartments.com/i2/qucsDfQRTS9_JGhmDC_CfL9uRoJYEWNe4SYYuRzCJmA/117/zen-hollywood-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/zen-hollywood-los-angeles-ca/wr9hjth/,ZEN Hollywood,"$3,115 - 8,560",1-3 Beds
"4025 Grand View Blvd, Los Angeles, CA 90066",https://images1.apartments.com/i2/MizDE5z2GTIE6KZLVbZBCQh0H6vOBUYTvFv-tlruzFU/117/lido-apartments---4025-grandview-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/lido-apartments-4025-grandview-los-angeles-ca/8rbhex0/,Lido Apartments - 4025 Grandview,"$4,995",3 Beds
"11916 W Pico Blvd, Los Angeles, CA 90064",https://images1.apartments.com/i2/TK62g2w3H9OSDSzx5yu7C3MesMDaPg92yUri8ya8dt8/117/pico-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/pico-los-angeles-ca/p2ed18v/,&Pico,"$2,907 - 6,087",Studio - 2 Beds
"6220 W 3rd St, Los Angeles, CA 90036",https://images1.apartments.com/i2/IsS0GWoH_t35Q63Am2BhdmJHj1lv71oDqGJ2ZFPYafI/117/palazzo-west-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/palazzo-west-los-angeles-ca/lcvb9pg/,Palazzo West,"$3,027 - 8,709",1-3 Beds
"1515 Colby Ave, Los Angeles, CA 90025",https://images1.apartments.com/i2/y-h9cAORID6dSrQyb-ubClWBR8vhzTdWhpY_0AI56S8/117/1515-colby-ave-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/1515-colby-ave-los-angeles-ca/13pvg74/,1515 Colby Ave,"$1,454 - 6,235",3-4 Beds
"640 S Curson Ave, Los Angeles, CA 90036",https://images1.apartments.com/i2/46MYjaQ29WV0bt2w9S8aZ9_bu6p-R5Nj7hEUrZH3Fgc/117/one-museum-square-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/one-museum-square-los-angeles-ca/0d1dm62/,One Museum Square,"$3,243 - 8,030",Studio - 2 Beds
"3540 Wilshire Blvd, Los Angeles, CA 90010",https://images1.apartments.com/i2/HB0Jfjh89jdhlLYEjy9H0gMKUg_0Q-uCZn3YVKisWyw/117/the-gemma-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/the-gemma-los-angeles-ca/ssl2gk7/,The Gemma,"$2,250 - 3,750",Studio - 3 Beds
"300 N Beaudry Ave, Los Angeles, CA 90012",https://images1.apartments.com/i2/qnamYgFjuTMFqZyrOvAoroYmDU14WAVsIVMitKpSAns/117/ferrante-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/ferrante-los-angeles-ca/l3tcd8d/,Ferrante,"$1,963 - 4,794",Studio - 2 Beds
"750 S Oxford Ave, Los Angeles, CA 90005",https://images1.apartments.com/i2/xao6PFJRLAkjdkEG9YsuWMbo1j6nZD4J_qiixRJ4MaE/117/rise-koreatown-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/rise-koreatown-los-angeles-ca/qzle2gx/,Rise Koreatown,"$2,360 - 3,740",Studio - 1 Bed
"3311 S La Cienega Blvd, Los Angeles, CA 90016",https://images1.apartments.com/i2/fusReRkk5FuqbwgZ-hfgmxgQIk338CKhhe4rziM89M0/117/arq-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/arq-los-angeles-ca/h9t7ky3/,ARQ,"$2,744 - 10,019",Studio - 2 Beds
"12121 W Olympic Blvd, Los Angeles, CA 90064",https://images1.apartments.com/i2/_mKCGfXb6svWfZ7KLXDwa_ebyzbEbjZz5MtRRmU0nTI/117/residences-at-west-edge-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/residences-at-west-edge-los-angeles-ca/4j9smvh/,Residences at West Edge,"$2,642 - 7,668",Studio - 3 Beds
"1530 Cassil Pl, Los Angeles, CA 90028",https://images1.apartments.com/i2/id39fTcHwj6yQecLMx-7rcLzbSTlEgLXoSKh4nz3iA0/117/sentral-at-inspire-hollywood-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/sentral-at-inspire-hollywood-los-angeles-ca/v8hh8qe/,Sentral at Inspire Hollywood,"$2,195 - 3,573",Studio - 2 Beds
"1901 Blake Ave, Los Angeles, CA 90039",https://images1.apartments.com/i2/1zpSWQwDVnd-mQZVCUuBqDtPT_U2fB6EcHMIhsBqGus/117/blake-lofts-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/blake-lofts-los-angeles-ca/cb025tf/,Blake Lofts,Call for Rent,Studio - 2 Beds
"5935 W Pico Blvd, Los Angeles, CA 90035",https://images1.apartments.com/i2/q1mIs5unhmOgk9mt7sioUhm0rN67dXK7r7k6C5BA-Hc/117/the-parker-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/the-parker-los-angeles-ca/tq2z3k8/,The Parker,"$2,831 - 9,436",Studio - 2 Beds
"1325 N New Hampshire Ave, Los Angeles, CA 90027",https://images1.apartments.com/i2/bJRkSdZ6RVfTImndxFveUnKVOCGORUh8eNfNiMYx_Zs/117/the-wilder-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/the-wilder-los-angeles-ca/pkybybt/,The Wilder,"$2,650 - 3,895",1-2 Beds
"2528 S Grand Ave, Los Angeles, CA 90007",https://images1.apartments.com/i2/7tik3SMavPOhunRdLafVjyZDvLR_WJUUsgf-0zUS3Tc/117/jasper-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/jasper-los-angeles-ca/c74061e/,Jasper,"$2,094 - 6,335",Studio - 2 Beds
"3170 W Olympic Blvd, Los Angeles, CA 90006",https://images1.apartments.com/i2/vx-es9gCbgvpYDY_r3uzvaLhNu5Cx1FdLUe-xHJaCL0/117/the-bora-3170-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/the-bora-3170-los-angeles-ca/jypgns6/,The BORA 3170,"$2,215 - 3,930",1-2 Beds
"1540 Industrial St, Los Angeles, CA 90021",https://images1.apartments.com/i2/hmNZn55RFDHs4j6xNhHkeh_1zXJjRRY4H8res5cuktE/117/ava-arts-district-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/ava-arts-district-los-angeles-ca/7fvrg7x/,AVA Arts District,"$2,178 - 5,016",Studio - 3 Beds
"5620 De Longpre Ave, Los Angeles, CA 90028",https://images1.apartments.com/i2/5c-3WzKVDPigNbHG5C7k9CDAgOzNrWs2xJwoo-SYQBg/117/ardence-bloom-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/ardence-bloom-los-angeles-ca/0whjcw0/,Ardence & Bloom,"$2,475 - 7,215",Studio - 4 Beds
"3688 Overland Ave, Los Angeles, CA 90034",https://images1.apartments.com/i2/0ZShcGbcBW_mp1HpdGx8LVjvNoO4kRraudzqUpEy-KU/117/venue-residences-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/venue-residences-los-angeles-ca/ggrmm7x/,Venue Residences,"$2,450 - 7,050",Studio - 2 Beds
"1800 Beverly Blvd, Los Angeles, CA 90057",https://images1.apartments.com/i2/9jJk4gp1RbUx3Qh0ANH5iCILiCe3o_kqI3WJ1b1AJ2Q/117/belle-on-bev-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/belle-on-bev-los-angeles-ca/3l2qt8f/,Belle on Bev,"$2,315 - 4,306",Studio - 2 Beds
"1221 N Myra Ave, Los Angeles, CA 90029",https://images1.apartments.com/i2/P2Ss2wY_v24JNPhEKRjoKlpCpiZ_Wmh0KOk1Ltby9fA/117/m1-by-clg-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/m1-by-clg-los-angeles-ca/5fv6n0p/,M1 by CLG,"$1,247 - 6,995",1-4 Beds
"3545 Wilshire Blvd, Los Angeles, CA 90010",https://images1.apartments.com/i2/EjSUXUiOKPYN8qQBoEm1ljeeKqtjl12xGIgRvcJ0gZo/117/opus-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/opus-los-angeles-ca/wjz4y9j/,Opus,"$2,550 - 8,150",Studio - 3 Beds
"951 S Oxford Ave, Los Angeles, CA 90006",https://images1.apartments.com/i2/RBzoaTPbx7bhPMr7rFQtKWEkfpFdQkoIpynXsxylIag/117/951-s-oxford-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/951-s-oxford-los-angeles-ca/e6q6wbp/,951 S. Oxford,"$1,635 - 2,498",Studio - 2 Beds
"325 W Adams Blvd, Los Angeles, CA 90007",https://images1.apartments.com/i2/zmY_CY49gL8jvF95BNvs_hx2FscZQkjaMYbrkDi8LZs/117/the-residences-at-lorenzo-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/the-residences-at-lorenzo-los-angeles-ca/1xne4w6/,The Residences at Lorenzo,"$2,444 - 5,470",1-3 Beds
"1010 Wilshire Blvd, Los Angeles, CA 90017",https://images1.apartments.com/i2/mzt-8dP13hymDEP25dfQYa-HAKR-Ekxp7n_dKuXW5m0/117/tenten-wilshire-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/tenten-wilshire-los-angeles-ca/337dtrf/,TENTEN WILSHIRE,"$2,950 - 9,431",Studio - 3 Beds
"2525 Wilshire Blvd, Los Angeles, CA 90057",https://images1.apartments.com/i2/4BxSx9a5C3hiUgIk_rCMEtA10wWyWIVcXNl6RbQbL98/117/wilco-apartments-los-angeles-ca-building-photo.jpg?p=1,https://www.apartments.com/wilco-apartments-los-angeles-ca/07c3d12/,WILCO Apartments,"$2,020 - 3,370",Studio - 2 Beds
"209 S Westmoreland Ave, Los Angeles, CA 90004",https://images1.apartments.com/i2/eL0rRopzU-vGHioN_1uNxcgC5m9OzauzkP8Y7QRB82I/117/the-chadwick-los-angeles-ca-newly-renovated-diningroom.jpg?p=1,https://www.apartments.com/the-chadwick-los-angeles-ca/jzr53m6/,The Chadwick,"$1,525 - 5,989",Studio - 2 Beds
"1550 Lincoln Blvd, Santa Monica, CA 90401",https://images1.apartments.com/i2/WvVxWsovevL9t5FUKtNqpG9hfQm6vwfqYxrLI1Ygxww/117/1550-lincoln-santa-monica-ca-building-photo.jpg?p=1,https://www.apartments.com/1550-lincoln-santa-monica-ca/ffd3xnv/,1550 Lincoln,"$3,600 - 6,185",1-3 Beds
"1641 Lincoln Blvd, Santa Monica, CA 90404",https://images1.apartments.com/i2/LueKWf9lI8G2YFkvqssVyioX2pHyAk5p3TpGjOqeuvY/117/junction-santa-monica-santa-monica-ca-building-photo.jpg?p=1,https://www.apartments.com/junction-santa-monica-santa-monica-ca/zlv75jx/,Junction Santa Monica,"$2,649 - 4,949",Studio - 3 Beds
"14056 Valleyheart, Sherman Oaks, CA 91423",https://images1.apartments.com/i2/RuDO9S3IZGDUVB-rB_LToqX-J6Ekl4tEFl1QOFpChUk/117/14056-valleyheart-sherman-oaks-ca-building-photo.jpg?p=1,https://www.apartments.com/14056-valleyheart-sherman-oaks-ca/qc8v3sw/,14056 Valleyheart,"$2,598 - 3,098",2-3 Beds
"8375 Fountain Ave, West Hollywood, CA 90069",https://images1.apartments.com/i2/NG-6Q3W2u0pG9-1zOkK8pVpN55tSKxI6qmfsLplEpSk/117/8375-fountain-ave-west-hollywood-ca-building-photo.jpg?p=1,https://www.apartments.com/8375-fountain-ave-west-hollywood-ca/gvt560y/,8375 Fountain Ave,"$2,098 - 4,098",Studio - 3 Beds
"1519 6th St, Santa Monica, CA 90401",https://images1.apartments.com/i2/1w7KmENvAtX2PUCfl_vudKpSZzoozv4q1q1VtnehRLk/117/living-at-santa-monica-santa-monica-ca-building-photo.jpg?p=1,https://www.apartments.com/living-at-santa-monica-santa-monica-ca/zre61pw/,Living at Santa Monica,"$2,814 - 5,469",Studio - 2 Beds
"3310 W 84th St, Inglewood, CA 90305",https://images1.apartments.com/i2/UxQacZiIUpdZTFJLSn6Wot_9fIYpiJU5E0ijVc-ZTk0/117/stadium-park-apartments-inglewood-ca-building-photo.jpg?p=1,https://www.apartments.com/stadium-park-apartments-inglewood-ca/48q9fxk/,Stadium Park Apartments,"$1,850 - 3,650",1-2 Beds
"28000 S Western Ave, San Pedro, CA 90732",https://images1.apartments.com/i2/cqcP6c3EYBdgYhAGdT-guCM_qfzbe9ybm1XsJ6AcAN0/117/seaport-homes-luxury-homes-townhouses-san-pedro-ca-building-photo.jpg?p=1,https://www.apartments.com/seaport-homes-luxury-homes-townhouses-san-pedro-ca/wskx2xl/,Seaport Homes Luxury Homes & Townhouses,"$3,075 - 3,650",2 Beds
"4201 Via Marina, Marina del Rey, CA 90292",https://images1.apartments.com/i2/sI8-wsRY0pmypNs5grY3sHGYGvyatSeTlsRXSqk8QPU/117/shores-apartments-4-weeks-free-marina-del-rey-ca-pool-view.jpg?p=1,https://www.apartments.com/shores-apartments-4-weeks-free-marina-del-rey-ca/wklt13k/,Shores Apartments (4 WEEKS FREE!*),"$3,275 - 5,195",1-2 Beds
"6200 Hollywood Blvd, Hollywood, CA 90028",https://images1.apartments.com/i2/_nd1MY2xUUbozipBsTZCgmQt9FfGWAcME-T9wjeYPkE/117/el-centro-apartments-and-bungalows-hollywood-ca-building-photo.jpg?p=1,https://www.apartments.com/el-centro-apartments-and-bungalows-hollywood-ca/m5m52rl/,El Centro Apartments and Bungalows,"$2,140 - 7,295",Studio - 2 Beds
"1901 N Buena Vista St, Burbank, CA 91504",https://images1.apartments.com/i2/iVwoqlJCiYnhO0Xyb9lzCHUfKhkwmzJPkurSuC7HGbg/117/atrio-burbank-burbank-ca-building-photo.jpg?p=1,https://www.apartments.com/atrio-burbank-burbank-ca/g9zjb3x/,Atrio Burbank,"$2,999 - 5,200",1-4 Beds
"6201 Hollywood Blvd, Hollywood, CA 90028",https://images1.apartments.com/i2/c5Dh25at8nqYBTQ_vytBhSWuKP_kNc4jEjs-SjuhYZk/117/eastown-apartments-hollywood-ca-building-photo.jpg?p=1,https://www.apartments.com/eastown-apartments-hollywood-ca/cmv3yrg/,Eastown Apartments,"$2,245 - 4,315",Studio - 2 Beds
"375 N La Cienega Blvd, West Hollywood, CA 90048",https://images1.apartments.com/i2/59mjq3ilnNkcr0fMNlCdFjuV1NmDlst2tJmzAUQ_wl4/117/fiona-west-hollywood-ca-primary-photo.jpg?p=1,https://www.apartments.com/fiona-west-hollywood-ca/cpf9xzf/,Fiona,"$3,150 - 3,995",1 Bed
"11059 McCormick St, North Hollywood, CA 91601",https://images1.apartments.com/i2/hi8ev2w8gFryCTg7ZxmMefAWosCU4h5JiDGceFdrxAY/117/living-at-noho-north-hollywood-ca-building-photo.jpg?p=1,https://www.apartments.com/living-at-noho-north-hollywood-ca/l2cerrd/,Living at NoHo,"$2,427 - 4,220",Studio - 3 Beds
"1625 Lincoln Blvd, Santa Monica, CA 90404",https://images1.apartments.com/i2/POu7LgPLKHp05SQspD2jGlrJ03qrzlaXhhNUeU7KpZA/117/catherine-santa-monica-ca-kitchen.jpg?p=1,https://www.apartments.com/catherine-santa-monica-ca/vsrydjg/,Catherine,"$2,834 - 5,938",Studio - 3 Beds
"525 Broadway, Santa Monica, CA 90401",https://images1.apartments.com/i2/EJ3O0yoTXcvAxKYkyBBE6iBlovn3rAwaHqLxlS4zuqE/117/sway-santa-monica-ca-building-photo.jpg?p=1,https://www.apartments.com/sway-santa-monica-ca/qlf86gy/,Sway,"$3,429 - 11,000",Studio - 2 Beds
"8500 W Sunset Blvd, West Hollywood, CA 90069",https://images1.apartments.com/i2/vURZYrV8DJJg2tcOCZymaqmNXTnkcU13rsKuFs_FAbo/117/aka-west-hollywood-apartment-residences-west-hollywood-ca-building-photo.jpg?p=1,https://www.apartments.com/aka-west-hollywood-apartment-residences-west-hollywood-ca/x4brlmm/,AKA West Hollywood Apartment Residences,"$5,175 - 8,835",1-2 Beds
"16601 Foothill Blvd, Sylmar, CA 91342",https://images1.apartments.com/i2/J7ONH_IV78eIbeTWnZVL0Fyja4x95Eh2jPNl1bnVioY/117/rockwood-at-the-cascades-sylmar-ca-building-photo.jpg?p=1,https://www.apartments.com/rockwood-at-the-cascades-sylmar-ca/vten4bg/,Rockwood at the Cascades,"$2,200 - 2,626",1-2 Beds
"9901 Washington Blvd, Culver City, CA 90232",https://images1.apartments.com/i2/WkIDNusuq4PiZQ2l8Mjg4mmnr17ANDablGihT70mBHU/117/harlow-culver-city-ca-interior-photo.jpg?p=1,https://www.apartments.com/harlow-culver-city-ca/z4mhd3z/,Harlow,"$3,430 - 6,500",1-3 Beds
"13448 Beach Ave, Marina Del Rey, CA 90292",https://images1.apartments.com/i2/EXlE0c6ApWvl61xi9NtF1kon4Bp9E4vtcLVlfAYtPVg/117/g8-by-clg-marina-del-rey-ca-modern-architectural-exterior.jpg?p=1,https://www.apartments.com/g8-by-clg-marina-del-rey-ca/9cp0475/,G8 by CLG,"$2,694 - 5,595",1-2 Beds
"9254 Winnetka Ave, Chatsworth, CA 91311",https://images1.apartments.com/i2/pZnOawvYS-NTfgH9UxkzC7U9uetTC1c1Dhnl5meHFuc/117/the-24-chatsworth-ca-building-photo.jpg?p=1,https://www.apartments.com/the-24-chatsworth-ca/gmy3l7y/,The 24,"$2,300 - 3,700",Studio - 3 Beds
"22121 Clarendon St, Woodland Hills, CA 91367",https://images1.apartments.com/i2/rKRhawXM-YW8tITazTXo7ENsztQgzxJhhwXFe_OMFDk/117/clarendon-apartments-woodland-hills-ca-primary-photo.jpg?p=1,https://www.apartments.com/clarendon-apartments-woodland-hills-ca/r7528n1/,Clarendon Apartments,"$2,426 - 3,727",Studio - 3 Beds
"1311 W Sepulveda Blvd, Torrance, CA 90501",https://images1.apartments.com/i2/QEtVxnX5LPL-EceVJUzhvk__5Ic9iZdFHF3gnntp718/117/seacrest-homes-apartments-torrance-ca-interior-photo.jpg?p=1,https://www.apartments.com/seacrest-homes-apartments-torrance-ca/l5ebktg/,Seacrest Homes Apartments,"$3,200 - 3,675",2 Beds
"6263 Topanga Canyon Blvd, Woodland Hills, CA 91367",https://images1.apartments.com/i2/d44eGU2A43L3vEvlbhHJYiCNMNe3OX8kLaNiJYbO-ps/117/the-q-topanga-woodland-hills-ca-building-photo.jpg?p=1,https://www.apartments.com/the-q-topanga-woodland-hills-ca/b4wdg4b/,The Q Topanga,"$2,149 - 7,274",Studio - 2 Beds
"8155 Van Nuys Blvd, Van Nuys, CA 91402",https://images1.apartments.com/i2/CZ8ROG2oDvwXpq_-tI_bMlOrob8Aiz6er336LBTGscY/117/panorama-tower-van-nuys-ca-primary-photo.jpg?p=1,https://www.apartments.com/panorama-tower-van-nuys-ca/q4ckk5w/,Panorama Tower,"$1,795 - 2,300",Studio
"3988 E Hardy St, Inglewood, CA 90303",https://images1.apartments.com/i2/j_8AgzKI3pVobPHmtReMtG8RLokaTYpOTDkmHHxqwHc/117/hollywood-park-residences-inglewood-ca-building-photo.jpg?p=1,https://www.apartments.com/hollywood-park-residences-inglewood-ca/g33cq7y/,Hollywood Park Residences,"$2,684 - 11,920",Studio - 3 Beds
"6709 Independence Ave, Canoga Park, CA 91303",https://images1.apartments.com/i2/K0uOgsDPA7T29-eGlBlcyyzJhgDTJlLsPJ7tLfYYkz0/117/chroma-apartment-homes-canoga-park-ca-building-photo.jpg?p=1,https://www.apartments.com/chroma-apartment-homes-canoga-park-ca/97yb2t6/,Chroma Apartment Homes,"$2,330 - 4,440",Studio - 2 Beds
"10555 Bloomfield St, Toluca Lake, CA 91602",https://images1.apartments.com/i2/u3Ns4hVzhPXOnbKgWl-wzMuHfY1-IsjbFi0gGcxkGXM/117/the-centennial-toluca-lake-ca-situated-on-the-bloomfield-cahuenga.jpg?p=1,https://www.apartments.com/the-centennial-toluca-lake-ca/mcm03gj/,The Centennial,"$2,650 - 2,855",1 Bed
